dateTime,059793,F2470,L2471,L2472,L2478,level,F2470_0.5h,F2470_1.0h,F2470_2.0h,F2470_4.0h,F2470_8.0h,F2470_12.0h,F2470_24.0h,F2470_48.0h,season
2023-10-19 14:45:00+00:00,0.0,0.857,7.564,5.413,0.919,normal,0.858,0.859,0.861,0.871,0.932,0.99,1.039,1.661,3
2023-10-19 15:00:00+00:00,0.0,0.857,7.561,5.417,0.919,normal,0.859,0.86,0.862,0.872,0.936,0.992,1.044,1.658,3
2023-10-19 15:15:00+00:00,0.0,0.858,7.565,5.423,0.919,normal,0.859,0.86,0.863,0.875,0.941,0.994,1.047,1.654,3
2023-10-19 15:30:00+00:00,0.0,0.859,7.561,5.43,0.919,normal,0.86,0.861,0.863,0.877,0.946,0.997,1.048,1.651,3
2023-10-19 15:45:00+00:00,0.0,0.859,7.563,5.434,0.919,normal,0.86,0.861,0.864,0.879,0.95,0.999,1.051,1.647,3
2023-10-19 16:00:00+00:00,0.0,0.86,7.561,5.442,0.919,normal,0.861,0.862,0.865,0.882,0.955,1.0,1.053,1.645,3
2023-10-19 16:15:00+00:00,0.0,0.86,7.561,5.447,0.917,normal,0.861,0.863,0.867,0.886,0.959,1.001,1.056,1.641,3
2023-10-19 16:30:00+00:00,0.0,0.861,7.563,5.455,0.917,normal,0.862,0.863,0.869,0.89,0.962,1.004,1.059,1.638,3
2023-10-19 16:45:00+00:00,0.0,0.861,7.565,5.461,0.916,normal,0.863,0.864,0.871,0.894,0.966,1.006,1.062,1.635,3
2023-10-19 17:00:00+00:00,0.0,0.862,7.564,5.465,0.914,normal,0.863,0.865,0.872,0.898,0.97,1.006,1.063,1.632,3
2023-10-19 17:15:00+00:00,0.0,0.863,7.562,5.476,0.914,normal,0.864,0.867,0.875,0.903,0.973,1.008,1.064,1.63,3
2023-10-19 17:30:00+00:00,0.0,0.863,7.563,5.48,0.913,normal,0.865,0.869,0.877,0.907,0.976,1.011,1.066,1.628,3
2023-10-19 17:45:00+00:00,0.0,0.864,7.561,5.493,0.913,normal,0.867,0.871,0.879,0.912,0.98,1.01,1.068,1.626,3
2023-10-19 18:00:00+00:00,0.0,0.865,7.563,5.501,0.913,normal,0.869,0.872,0.882,0.917,0.982,1.013,1.069,1.624,3
2023-10-19 18:15:00+00:00,0.0,0.867,7.564,5.505,0.913,normal,0.871,0.875,0.886,0.922,0.984,1.013,1.074,1.623,3
2023-10-19 18:30:00+00:00,0.0,0.869,7.56,5.517,0.914,normal,0.872,0.877,0.89,0.927,0.987,1.013,1.077,1.621,3
2023-10-19 18:45:00+00:00,0.0,0.871,7.563,5.522,0.915,normal,0.875,0.879,0.894,0.932,0.99,1.015,1.081,1.618,3
2023-10-19 19:00:00+00:00,0.0,0.872,7.563,5.531,0.915,normal,0.877,0.882,0.898,0.936,0.992,1.016,1.084,1.618,3
2023-10-19 19:15:00+00:00,0.0,0.875,7.563,5.538,0.916,normal,0.879,0.886,0.903,0.941,0.994,1.016,1.088,1.615,3
2023-10-19 19:30:00+00:00,0.0,0.877,7.56,5.551,0.917,normal,0.882,0.89,0.907,0.946,0.997,1.018,1.091,1.614,3
2023-10-19 19:45:00+00:00,0.0,0.879,7.563,5.56,0.918,normal,0.886,0.894,0.912,0.95,0.999,1.02,1.097,1.612,3
2023-10-19 20:00:00+00:00,0.0,0.882,7.563,5.574,0.92,normal,0.89,0.898,0.917,0.955,1.0,1.021,1.101,1.611,3
2023-10-19 20:15:00+00:00,0.0,0.886,7.56,5.58,0.92,normal,0.894,0.903,0.922,0.959,1.001,1.02,1.108,1.611,3
2023-10-19 20:30:00+00:00,0.0,0.89,7.562,5.587,0.921,normal,0.898,0.907,0.927,0.962,1.004,1.02,1.116,1.608,3
2023-10-19 20:45:00+00:00,0.0,0.894,7.564,5.595,0.921,normal,0.903,0.912,0.932,0.966,1.006,1.021,1.124,1.606,3
2023-10-19 21:00:00+00:00,0.0,0.898,7.564,5.606,0.921,normal,0.907,0.917,0.936,0.97,1.006,1.02,1.134,1.604,3
2023-10-19 21:15:00+00:00,0.0,0.903,7.562,5.619,0.921,normal,0.912,0.922,0.941,0.973,1.008,1.02,1.145,1.602,3
2023-10-19 21:30:00+00:00,0.0,0.907,7.561,5.626,0.919,normal,0.917,0.927,0.946,0.976,1.011,1.02,1.157,1.6,3
2023-10-19 21:45:00+00:00,0.0,0.912,7.564,5.639,0.917,normal,0.922,0.932,0.95,0.98,1.01,1.017,1.171,1.599,3
2023-10-19 22:00:00+00:00,0.0,0.917,7.561,5.648,0.915,normal,0.927,0.936,0.955,0.982,1.013,1.019,1.186,1.595,3
2023-10-19 22:15:00+00:00,0.0,0.922,7.566,5.658,0.913,normal,0.932,0.941,0.959,0.984,1.013,1.02,1.204,1.591,3
2023-10-19 22:30:00+00:00,0.0,0.927,7.563,5.669,0.91,normal,0.936,0.946,0.962,0.987,1.013,1.019,1.223,1.59,3
2023-10-19 22:45:00+00:00,0.0,0.932,7.564,5.675,0.908,normal,0.941,0.95,0.966,0.99,1.015,1.022,1.246,1.586,3
2023-10-19 23:00:00+00:00,0.0,0.936,7.562,5.69,0.904,normal,0.946,0.955,0.97,0.992,1.016,1.021,1.268,1.584,3
2023-10-19 23:15:00+00:00,0.0,0.941,7.563,5.697,0.901,normal,0.95,0.959,0.973,0.994,1.016,1.02,1.291,1.58,3
2023-10-19 23:30:00+00:00,0.0,0.946,7.566,5.709,0.897,normal,0.955,0.962,0.976,0.997,1.018,1.02,1.312,1.576,3
2023-10-19 23:45:00+00:00,0.0,0.95,7.562,5.715,0.893,normal,0.959,0.966,0.98,0.999,1.02,1.019,1.339,1.572,3
2023-10-20 00:00:00+00:00,0.0,0.955,7.566,5.724,0.89,normal,0.962,0.97,0.982,1.0,1.021,1.019,1.364,1.568,3
2023-10-20 00:15:00+00:00,0.0,0.959,7.566,5.737,0.887,normal,0.966,0.973,0.984,1.001,1.02,1.019,1.387,1.564,3
2023-10-20 00:30:00+00:00,0.0,0.962,7.561,5.748,0.882,normal,0.97,0.976,0.987,1.004,1.02,1.018,1.411,1.559,3
2023-10-20 00:45:00+00:00,0.0,0.966,7.565,5.754,0.878,normal,0.973,0.98,0.99,1.006,1.021,1.018,1.435,1.555,3
2023-10-20 01:00:00+00:00,0.0,0.97,7.563,5.764,0.875,normal,0.976,0.982,0.992,1.006,1.02,1.017,1.459,1.551,3
2023-10-20 01:15:00+00:00,0.0,0.973,7.561,5.775,0.871,normal,0.98,0.984,0.994,1.008,1.02,1.019,1.482,1.545,3
2023-10-20 01:30:00+00:00,0.0,0.976,7.566,5.784,0.867,normal,0.982,0.987,0.997,1.011,1.02,1.021,1.503,1.54,3
2023-10-20 01:45:00+00:00,0.0,0.98,7.564,5.791,0.863,normal,0.984,0.99,0.999,1.01,1.017,1.025,1.507,1.535,3
2023-10-20 02:00:00+00:00,0.0,0.982,7.564,5.802,0.86,normal,0.987,0.992,1.0,1.013,1.019,1.028,1.513,1.529,3
2023-10-20 02:15:00+00:00,0.6,0.984,7.568,5.809,0.857,normal,0.99,0.994,1.001,1.013,1.02,1.031,1.527,1.524,3
2023-10-20 02:30:00+00:00,0.2,0.987,7.568,5.808,0.854,normal,0.992,0.997,1.004,1.013,1.019,1.036,1.539,1.517,3
2023-10-20 02:45:00+00:00,0.0,0.99,7.565,5.827,0.849,normal,0.994,0.999,1.006,1.015,1.022,1.039,1.551,1.511,3
2023-10-20 03:00:00+00:00,0.0,0.992,7.56,5.837,0.845,normal,0.997,1.0,1.006,1.016,1.021,1.044,1.562,1.505,3
2023-10-20 03:15:00+00:00,0.0,0.994,7.564,5.843,0.841,normal,0.999,1.001,1.008,1.016,1.02,1.047,1.571,1.499,3
2023-10-20 03:30:00+00:00,0.0,0.997,7.567,5.844,0.838,normal,1.0,1.004,1.011,1.018,1.02,1.048,1.582,1.492,3
2023-10-20 03:45:00+00:00,0.0,0.999,7.567,5.855,0.834,normal,1.001,1.006,1.01,1.02,1.019,1.051,1.593,1.486,3
2023-10-20 04:00:00+00:00,0.0,1.0,7.561,5.864,0.83,normal,1.004,1.006,1.013,1.021,1.019,1.053,1.604,1.48,3
2023-10-20 04:15:00+00:00,0.0,1.001,7.564,5.873,0.828,normal,1.006,1.008,1.013,1.02,1.019,1.056,1.613,1.473,3
2023-10-20 04:30:00+00:00,0.0,1.004,7.564,5.87,0.824,normal,1.006,1.011,1.013,1.02,1.018,1.059,1.622,1.466,3
2023-10-20 04:45:00+00:00,0.0,1.006,7.564,5.888,0.818,normal,1.008,1.01,1.015,1.021,1.018,1.062,1.63,1.459,3
2023-10-20 05:00:00+00:00,0.0,1.006,7.563,5.895,0.817,normal,1.011,1.013,1.016,1.02,1.017,1.063,1.639,1.454,3
2023-10-20 05:15:00+00:00,0.0,1.008,7.558,5.893,0.816,normal,1.01,1.013,1.016,1.02,1.019,1.064,1.65,1.447,3
2023-10-20 05:30:00+00:00,0.0,1.011,7.565,5.907,0.81,normal,1.013,1.013,1.018,1.02,1.021,1.066,1.659,1.44,3
2023-10-20 05:45:00+00:00,0.2,1.01,7.563,5.907,0.811,normal,1.013,1.015,1.02,1.017,1.025,1.068,1.669,1.435,3
2023-10-20 06:00:00+00:00,0.0,1.013,7.564,5.907,0.804,normal,1.013,1.016,1.021,1.019,1.028,1.069,1.677,1.428,3
2023-10-20 06:15:00+00:00,0.0,1.013,7.567,5.907,0.805,normal,1.015,1.016,1.02,1.02,1.031,1.074,1.684,1.422,3
2023-10-20 06:30:00+00:00,0.0,1.013,7.565,5.907,0.796,normal,1.016,1.018,1.02,1.019,1.036,1.077,1.691,1.415,3
2023-10-20 06:45:00+00:00,0.0,1.015,7.559,5.907,0.792,normal,1.016,1.02,1.021,1.022,1.039,1.081,1.696,1.408,3
2023-10-20 07:00:00+00:00,0.2,1.016,7.569,5.907,0.787,normal,1.018,1.021,1.02,1.021,1.044,1.084,1.702,1.403,3
2023-10-20 07:15:00+00:00,0.6,1.016,7.56,5.907,0.788,normal,1.02,1.02,1.02,1.02,1.047,1.088,1.705,1.397,3
2023-10-20 07:30:00+00:00,0.0,1.018,7.561,5.907,0.786,normal,1.021,1.02,1.02,1.02,1.048,1.091,1.71,1.391,3
2023-10-20 07:45:00+00:00,0.0,1.02,7.564,5.907,0.782,normal,1.02,1.021,1.017,1.019,1.051,1.097,1.714,1.385,3
2023-10-20 08:00:00+00:00,0.0,1.021,7.569,5.907,0.779,normal,1.02,1.02,1.019,1.019,1.053,1.101,1.72,1.379,3
2023-10-20 08:15:00+00:00,0.2,1.02,7.566,5.907,0.779,normal,1.021,1.02,1.02,1.019,1.056,1.108,1.724,1.373,3
2023-10-20 08:30:00+00:00,0.0,1.02,7.564,5.907,0.779,normal,1.02,1.02,1.019,1.018,1.059,1.116,1.726,1.367,3
2023-10-20 08:45:00+00:00,0.0,1.021,7.563,5.907,0.775,normal,1.02,1.017,1.022,1.018,1.062,1.124,1.727,1.362,3
2023-10-20 09:00:00+00:00,0.0,1.02,7.565,5.907,0.777,normal,1.02,1.019,1.021,1.017,1.063,1.134,1.726,1.355,3
2023-10-20 09:15:00+00:00,0.0,1.02,7.565,5.907,0.775,normal,1.017,1.02,1.02,1.019,1.064,1.145,1.726,1.35,3
2023-10-20 09:30:00+00:00,0.2,1.02,7.564,5.907,0.775,normal,1.019,1.019,1.02,1.021,1.066,1.157,1.725,1.344,3
2023-10-20 09:45:00+00:00,0.0,1.017,7.557,5.907,0.775,normal,1.02,1.022,1.019,1.025,1.068,1.171,1.724,1.339,3
2023-10-20 10:00:00+00:00,0.2,1.019,7.571,5.907,0.779,normal,1.019,1.021,1.019,1.028,1.069,1.186,1.723,1.334,3
2023-10-20 10:15:00+00:00,0.0,1.02,7.569,5.907,0.78,normal,1.022,1.02,1.019,1.031,1.074,1.204,1.722,1.329,3
2023-10-20 10:30:00+00:00,0.2,1.019,7.568,5.907,0.785,normal,1.021,1.02,1.018,1.036,1.077,1.223,1.72,1.323,3
2023-10-20 10:45:00+00:00,0.0,1.022,7.563,5.907,0.793,normal,1.02,1.019,1.018,1.039,1.081,1.246,1.718,1.318,3
2023-10-20 11:00:00+00:00,0.0,1.021,7.561,5.907,0.804,normal,1.02,1.019,1.017,1.044,1.084,1.268,1.715,1.312,3
2023-10-20 11:15:00+00:00,0.0,1.02,7.569,5.907,0.818,normal,1.019,1.019,1.019,1.047,1.088,1.291,1.714,1.307,3
2023-10-20 11:30:00+00:00,0.0,1.02,7.56,5.907,0.822,normal,1.019,1.018,1.021,1.048,1.091,1.312,1.711,1.303,3
2023-10-20 11:45:00+00:00,0.2,1.019,7.563,5.907,0.832,normal,1.019,1.018,1.025,1.051,1.097,1.339,1.708,1.298,3
2023-10-20 12:00:00+00:00,0.0,1.019,7.563,5.907,0.845,normal,1.018,1.017,1.028,1.053,1.101,1.364,1.705,1.292,3
2023-10-20 12:15:00+00:00,0.0,1.019,7.566,5.907,0.858,normal,1.018,1.019,1.031,1.056,1.108,1.387,1.701,1.287,3
2023-10-20 12:30:00+00:00,0.0,1.018,7.56,5.907,0.873,normal,1.017,1.021,1.036,1.059,1.116,1.411,1.699,1.282,3
2023-10-20 12:45:00+00:00,0.2,1.018,7.564,5.907,0.889,normal,1.019,1.025,1.039,1.062,1.124,1.435,1.694,1.278,3
2023-10-20 13:00:00+00:00,0.2,1.017,7.572,5.907,0.907,normal,1.021,1.028,1.044,1.063,1.134,1.459,1.69,1.273,3
2023-10-20 13:15:00+00:00,0.2,1.019,7.563,5.907,0.932,normal,1.025,1.031,1.047,1.064,1.145,1.482,1.685,1.268,3
2023-10-20 13:30:00+00:00,0.4,1.021,7.566,6.107,0.961,normal,1.028,1.036,1.048,1.066,1.157,1.503,1.681,1.264,3
2023-10-20 13:45:00+00:00,0.2,1.025,7.56,6.108,0.994,normal,1.031,1.039,1.051,1.068,1.171,1.507,1.678,1.26,3
2023-10-20 14:00:00+00:00,0.4,1.028,7.565,6.112,1.026,normal,1.036,1.044,1.053,1.069,1.186,1.513,1.673,1.256,3
2023-10-20 14:15:00+00:00,0.4,1.031,7.561,6.111,1.066,normal,1.039,1.047,1.056,1.074,1.204,1.527,1.669,1.251,3
2023-10-20 14:30:00+00:00,0.4,1.036,7.563,6.122,1.101,normal,1.044,1.048,1.059,1.077,1.223,1.539,1.665,1.247,3
2023-10-20 14:45:00+00:00,0.2,1.039,7.561,6.132,1.143,normal,1.047,1.051,1.062,1.081,1.246,1.551,1.661,1.242,3
2023-10-20 15:00:00+00:00,0.4,1.044,7.563,6.132,1.183,normal,1.048,1.053,1.063,1.084,1.268,1.562,1.658,1.239,3
2023-10-20 15:15:00+00:00,0.2,1.047,7.569,6.15,1.225,normal,1.051,1.056,1.064,1.088,1.291,1.571,1.654,1.235,3
2023-10-20 15:30:00+00:00,0.2,1.048,7.562,6.147,1.27,normal,1.053,1.059,1.066,1.091,1.312,1.582,1.651,1.23,3
2023-10-20 15:45:00+00:00,0.2,1.051,7.566,6.155,1.317,normal,1.056,1.062,1.068,1.097,1.339,1.593,1.647,1.226,3
2023-10-20 16:00:00+00:00,0.4,1.053,7.564,6.176,1.361,normal,1.059,1.063,1.069,1.101,1.364,1.604,1.645,1.223,3
2023-10-20 16:15:00+00:00,0.2,1.056,7.566,6.177,1.403,normal,1.062,1.064,1.074,1.108,1.387,1.613,1.641,1.219,3
2023-10-20 16:30:00+00:00,0.0,1.059,7.565,6.188,1.443,normal,1.063,1.066,1.077,1.116,1.411,1.622,1.638,1.215,3
2023-10-20 16:45:00+00:00,0.2,1.062,7.566,6.198,1.484,normal,1.064,1.068,1.081,1.124,1.435,1.63,1.635,1.211,3
2023-10-20 17:00:00+00:00,0.2,1.063,7.564,6.212,1.522,normal,1.066,1.069,1.084,1.134,1.459,1.639,1.632,1.207,3
2023-10-20 17:15:00+00:00,0.0,1.064,7.56,6.223,1.556,normal,1.068,1.074,1.088,1.145,1.482,1.65,1.63,1.204,3
2023-10-20 17:30:00+00:00,0.0,1.066,7.563,6.232,1.59,normal,1.069,1.077,1.091,1.157,1.503,1.659,1.628,1.2,3
2023-10-20 17:45:00+00:00,0.2,1.068,7.563,6.246,1.62,normal,1.074,1.081,1.097,1.171,1.507,1.669,1.626,1.196,3
2023-10-20 18:00:00+00:00,0.2,1.069,7.566,6.263,1.65,normal,1.077,1.084,1.101,1.186,1.513,1.677,1.624,1.194,3
2023-10-20 18:15:00+00:00,0.2,1.074,7.566,6.28,1.681,normal,1.081,1.088,1.108,1.204,1.527,1.684,1.623,1.19,3
2023-10-20 18:30:00+00:00,0.2,1.077,7.564,6.296,1.703,normal,1.084,1.091,1.116,1.223,1.539,1.691,1.621,1.187,3
2023-10-20 18:45:00+00:00,0.0,1.081,7.566,6.313,1.73,normal,1.088,1.097,1.124,1.246,1.551,1.696,1.618,1.183,3
2023-10-20 19:00:00+00:00,0.2,1.084,7.561,6.338,1.753,normal,1.091,1.101,1.134,1.268,1.562,1.702,1.618,1.18,3
2023-10-20 19:15:00+00:00,0.0,1.088,7.563,6.354,1.778,normal,1.097,1.108,1.145,1.291,1.571,1.705,1.615,1.177,3
2023-10-20 19:30:00+00:00,0.0,1.091,7.561,6.38,1.801,normal,1.101,1.116,1.157,1.312,1.582,1.71,1.614,1.173,3
2023-10-20 19:45:00+00:00,0.2,1.097,7.565,6.397,1.819,normal,1.108,1.124,1.171,1.339,1.593,1.714,1.612,1.17,3
2023-10-20 20:00:00+00:00,0.0,1.101,7.563,6.421,1.838,normal,1.116,1.134,1.186,1.364,1.604,1.72,1.611,1.168,3
2023-10-20 20:15:00+00:00,0.2,1.108,7.563,6.444,1.862,normal,1.124,1.145,1.204,1.387,1.613,1.724,1.611,1.165,3
2023-10-20 20:30:00+00:00,0.0,1.116,7.566,6.474,1.877,normal,1.134,1.157,1.223,1.411,1.622,1.726,1.608,1.161,3
2023-10-20 20:45:00+00:00,0.0,1.124,7.56,6.496,1.894,normal,1.145,1.171,1.246,1.435,1.63,1.727,1.606,1.159,3
2023-10-20 21:00:00+00:00,0.2,1.134,7.564,6.524,1.908,normal,1.157,1.186,1.268,1.459,1.639,1.726,1.604,1.156,3
2023-10-20 21:15:00+00:00,0.0,1.145,7.565,6.555,1.923,normal,1.171,1.204,1.291,1.482,1.65,1.726,1.602,1.153,3
2023-10-20 21:30:00+00:00,0.0,1.157,7.567,6.577,1.934,normal,1.186,1.223,1.312,1.503,1.659,1.725,1.6,1.15,3
2023-10-20 21:45:00+00:00,0.0,1.171,7.566,6.615,1.947,normal,1.204,1.246,1.339,1.507,1.669,1.724,1.599,1.147,3
2023-10-20 22:00:00+00:00,0.0,1.186,7.561,6.646,1.958,normal,1.223,1.268,1.364,1.513,1.677,1.723,1.595,1.144,3
2023-10-20 22:15:00+00:00,0.0,1.204,7.571,6.681,1.969,normal,1.246,1.291,1.387,1.527,1.684,1.722,1.591,1.142,3
