dateTime,059793,F2470,L2471,L2472,L2478,level,F2470_0.5h,F2470_1.0h,F2470_2.0h,F2470_4.0h,F2470_8.0h,F2470_12.0h,F2470_24.0h,F2470_48.0h,season
2023-10-17 03:15:00+00:00,0.0,0.823,7.563,5.324,0.476,normal,0.822,0.822,0.821,0.82,0.816,0.808,0.806,0.879,3
2023-10-17 03:30:00+00:00,0.0,0.823,7.561,5.326,0.475,normal,0.822,0.822,0.821,0.82,0.815,0.808,0.806,0.882,3
2023-10-17 03:45:00+00:00,0.0,0.822,7.561,5.323,0.474,normal,0.822,0.821,0.821,0.819,0.814,0.807,0.806,0.883,3
2023-10-17 04:00:00+00:00,0.0,0.822,7.564,5.324,0.474,normal,0.822,0.821,0.82,0.819,0.814,0.807,0.806,0.881,3
2023-10-17 04:15:00+00:00,0.0,0.822,7.561,5.325,0.474,normal,0.821,0.821,0.82,0.819,0.814,0.807,0.806,0.88,3
2023-10-17 04:30:00+00:00,0.0,0.822,7.561,5.323,0.474,normal,0.821,0.821,0.82,0.819,0.813,0.806,0.806,0.878,3
2023-10-17 04:45:00+00:00,0.0,0.821,7.56,5.326,0.473,normal,0.821,0.821,0.82,0.819,0.812,0.807,0.806,0.876,3
2023-10-17 05:00:00+00:00,0.0,0.821,7.562,5.322,0.473,normal,0.821,0.82,0.82,0.818,0.812,0.806,0.806,0.875,3
2023-10-17 05:15:00+00:00,0.0,0.821,7.565,5.321,0.473,normal,0.821,0.82,0.82,0.818,0.811,0.807,0.806,0.873,3
2023-10-17 05:30:00+00:00,0.0,0.821,7.561,5.323,0.473,normal,0.82,0.82,0.82,0.818,0.811,0.806,0.805,0.873,3
2023-10-17 05:45:00+00:00,0.0,0.821,7.561,5.321,0.473,normal,0.82,0.82,0.819,0.817,0.811,0.806,0.806,0.873,3
2023-10-17 06:00:00+00:00,0.0,0.82,7.563,5.321,0.473,normal,0.82,0.82,0.819,0.817,0.81,0.806,0.805,0.873,3
2023-10-17 06:15:00+00:00,0.0,0.82,7.562,5.323,0.474,normal,0.82,0.82,0.819,0.817,0.81,0.806,0.805,0.874,3
2023-10-17 06:30:00+00:00,0.0,0.82,7.564,5.323,0.474,normal,0.82,0.82,0.819,0.816,0.809,0.806,0.805,0.874,3
2023-10-17 06:45:00+00:00,0.0,0.82,7.563,5.323,0.474,normal,0.82,0.819,0.819,0.816,0.809,0.806,0.805,0.874,3
2023-10-17 07:00:00+00:00,0.0,0.82,7.562,5.323,0.474,normal,0.82,0.819,0.818,0.816,0.808,0.806,0.805,0.874,3
2023-10-17 07:15:00+00:00,0.0,0.82,7.561,5.323,0.475,normal,0.819,0.819,0.818,0.816,0.808,0.806,0.805,0.873,3
2023-10-17 07:30:00+00:00,0.0,0.82,7.564,5.323,0.475,normal,0.819,0.819,0.818,0.815,0.808,0.806,0.805,0.872,3
2023-10-17 07:45:00+00:00,0.0,0.819,7.561,5.323,0.475,normal,0.819,0.819,0.817,0.814,0.807,0.806,0.805,0.871,3
2023-10-17 08:00:00+00:00,0.0,0.819,7.564,5.323,0.475,normal,0.819,0.818,0.817,0.814,0.807,0.806,0.805,0.869,3
2023-10-17 08:15:00+00:00,0.0,0.819,7.56,5.323,0.475,normal,0.819,0.818,0.817,0.814,0.807,0.806,0.805,0.868,3
2023-10-17 08:30:00+00:00,0.0,0.819,7.561,5.323,0.475,normal,0.818,0.818,0.816,0.813,0.806,0.806,0.805,0.866,3
2023-10-17 08:45:00+00:00,0.0,0.819,7.563,5.323,0.476,normal,0.818,0.817,0.816,0.812,0.807,0.806,0.804,0.865,3
2023-10-17 09:00:00+00:00,0.0,0.818,7.563,5.323,0.476,normal,0.818,0.817,0.816,0.812,0.806,0.806,0.804,0.863,3
2023-10-17 09:15:00+00:00,0.0,0.818,7.561,5.323,0.476,normal,0.817,0.817,0.816,0.811,0.807,0.807,0.804,0.862,3
2023-10-17 09:30:00+00:00,0.0,0.818,7.563,5.323,0.476,normal,0.817,0.816,0.815,0.811,0.806,0.807,0.804,0.864,3
2023-10-17 09:45:00+00:00,0.0,0.817,7.56,5.323,0.476,normal,0.817,0.816,0.814,0.811,0.806,0.807,0.804,0.868,3
2023-10-17 10:00:00+00:00,0.0,0.817,7.563,5.323,0.477,normal,0.816,0.816,0.814,0.81,0.806,0.807,0.803,0.87,3
2023-10-17 10:15:00+00:00,0.0,0.817,7.56,5.323,0.476,normal,0.816,0.816,0.814,0.81,0.806,0.807,0.802,0.869,3
2023-10-17 10:30:00+00:00,0.0,0.816,7.562,5.323,0.475,normal,0.816,0.815,0.813,0.809,0.806,0.807,0.803,0.868,3
2023-10-17 10:45:00+00:00,0.0,0.816,7.561,5.323,0.474,normal,0.816,0.814,0.812,0.809,0.806,0.807,0.802,0.866,3
2023-10-17 11:00:00+00:00,0.0,0.816,7.56,5.323,0.474,normal,0.815,0.814,0.812,0.808,0.806,0.807,0.803,0.866,3
2023-10-17 11:15:00+00:00,0.0,0.816,7.559,5.323,0.473,normal,0.814,0.814,0.811,0.808,0.806,0.807,0.802,0.864,3
2023-10-17 11:30:00+00:00,0.0,0.815,7.558,5.323,0.473,normal,0.814,0.813,0.811,0.808,0.806,0.807,0.802,0.863,3
2023-10-17 11:45:00+00:00,0.0,0.814,7.561,5.323,0.473,normal,0.814,0.812,0.811,0.807,0.806,0.807,0.8,0.862,3
2023-10-17 12:00:00+00:00,0.0,0.814,7.563,5.323,0.474,normal,0.813,0.812,0.81,0.807,0.806,0.807,0.801,0.86,3
2023-10-17 12:15:00+00:00,0.0,0.814,7.561,5.323,0.474,normal,0.812,0.811,0.81,0.807,0.806,0.807,0.801,0.86,3
2023-10-17 12:30:00+00:00,0.0,0.813,7.562,5.323,0.476,normal,0.812,0.811,0.809,0.806,0.806,0.807,0.801,0.858,3
2023-10-17 12:45:00+00:00,0.0,0.812,7.561,5.323,0.474,normal,0.811,0.811,0.809,0.807,0.806,0.807,0.8,0.858,3
2023-10-17 13:00:00+00:00,0.0,0.812,7.563,5.323,0.475,normal,0.811,0.81,0.808,0.806,0.806,0.806,0.8,0.857,3
2023-10-17 13:15:00+00:00,0.0,0.811,7.561,5.323,0.475,normal,0.811,0.81,0.808,0.807,0.807,0.806,0.8,0.856,3
2023-10-17 13:30:00+00:00,0.0,0.811,7.561,5.323,0.476,normal,0.81,0.809,0.808,0.806,0.807,0.806,0.799,0.855,3
2023-10-17 13:45:00+00:00,0.0,0.811,7.562,5.323,0.479,normal,0.81,0.809,0.807,0.806,0.807,0.806,0.798,0.856,3
2023-10-17 14:00:00+00:00,0.0,0.81,7.561,5.323,0.48,normal,0.809,0.808,0.807,0.806,0.807,0.806,0.798,0.856,3
2023-10-17 14:15:00+00:00,0.0,0.81,7.564,5.314,0.482,normal,0.809,0.808,0.807,0.806,0.807,0.806,0.798,0.856,3
2023-10-17 14:30:00+00:00,0.0,0.809,7.56,5.311,0.48,normal,0.808,0.808,0.806,0.806,0.807,0.806,0.797,0.856,3
2023-10-17 14:45:00+00:00,0.0,0.809,7.562,5.314,0.479,normal,0.808,0.807,0.807,0.806,0.807,0.806,0.797,0.857,3
2023-10-17 15:00:00+00:00,0.0,0.808,7.561,5.309,0.478,normal,0.808,0.807,0.806,0.806,0.807,0.806,0.797,0.857,3
2023-10-17 15:15:00+00:00,0.0,0.808,7.561,5.308,0.477,normal,0.807,0.807,0.807,0.806,0.807,0.806,0.796,0.858,3
2023-10-17 15:30:00+00:00,0.0,0.808,7.56,5.311,0.474,normal,0.807,0.806,0.806,0.806,0.807,0.806,0.796,0.859,3
2023-10-17 15:45:00+00:00,0.0,0.807,7.561,5.312,0.474,normal,0.807,0.807,0.806,0.806,0.807,0.806,0.795,0.859,3
2023-10-17 16:00:00+00:00,0.0,0.807,7.561,5.309,0.474,normal,0.806,0.806,0.806,0.806,0.807,0.806,0.796,0.86,3
2023-10-17 16:15:00+00:00,0.0,0.807,7.561,5.312,0.473,normal,0.807,0.807,0.806,0.806,0.807,0.806,0.796,0.86,3
2023-10-17 16:30:00+00:00,0.0,0.806,7.561,5.313,0.471,normal,0.806,0.806,0.806,0.806,0.807,0.806,0.795,0.861,3
2023-10-17 16:45:00+00:00,0.0,0.807,7.562,5.31,0.471,normal,0.807,0.806,0.806,0.806,0.807,0.806,0.795,0.861,3
2023-10-17 17:00:00+00:00,0.0,0.806,7.56,5.313,0.47,normal,0.806,0.806,0.806,0.806,0.806,0.806,0.795,0.862,3
2023-10-17 17:15:00+00:00,0.0,0.807,7.563,5.312,0.47,normal,0.806,0.806,0.806,0.807,0.806,0.806,0.795,0.863,3
2023-10-17 17:30:00+00:00,0.0,0.806,7.562,5.31,0.469,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.794,0.863,3
2023-10-17 17:45:00+00:00,0.0,0.806,7.561,5.313,0.468,normal,0.806,0.806,0.806,0.807,0.806,0.806,0.795,0.864,3
2023-10-17 18:00:00+00:00,0.0,0.806,7.561,5.312,0.468,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.794,0.865,3
2023-10-17 18:15:00+00:00,0.0,0.806,7.563,5.313,0.468,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.795,0.867,3
2023-10-17 18:30:00+00:00,0.0,0.806,7.56,5.313,0.468,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.795,0.869,3
2023-10-17 18:45:00+00:00,0.0,0.806,7.561,5.313,0.467,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.795,0.871,3
2023-10-17 19:00:00+00:00,0.0,0.806,7.561,5.313,0.466,normal,0.806,0.806,0.806,0.807,0.806,0.805,0.795,0.872,3
2023-10-17 19:15:00+00:00,0.0,0.806,7.561,5.313,0.467,normal,0.806,0.806,0.807,0.807,0.806,0.805,0.795,0.875,3
2023-10-17 19:30:00+00:00,0.0,0.806,7.561,5.314,0.466,normal,0.806,0.806,0.807,0.807,0.806,0.805,0.795,0.877,3
2023-10-17 19:45:00+00:00,0.0,0.806,7.559,5.315,0.465,normal,0.806,0.806,0.807,0.807,0.806,0.805,0.794,0.879,3
2023-10-17 20:00:00+00:00,0.0,0.806,7.56,5.312,0.465,normal,0.806,0.806,0.807,0.807,0.806,0.805,0.795,0.882,3
2023-10-17 20:15:00+00:00,0.0,0.806,7.559,5.312,0.465,normal,0.806,0.807,0.807,0.807,0.806,0.805,0.795,0.886,3
2023-10-17 20:30:00+00:00,0.0,0.806,7.56,5.312,0.464,normal,0.806,0.807,0.807,0.807,0.806,0.805,0.795,0.89,3
2023-10-17 20:45:00+00:00,0.0,0.806,7.56,5.312,0.464,normal,0.807,0.807,0.807,0.807,0.806,0.804,0.795,0.894,3
2023-10-17 21:00:00+00:00,0.0,0.806,7.559,5.313,0.463,normal,0.807,0.807,0.807,0.806,0.806,0.804,0.796,0.898,3
2023-10-17 21:15:00+00:00,0.0,0.807,7.561,5.312,0.463,normal,0.807,0.807,0.807,0.806,0.806,0.804,0.796,0.903,3
2023-10-17 21:30:00+00:00,0.0,0.807,7.562,5.313,0.463,normal,0.807,0.807,0.807,0.806,0.805,0.804,0.796,0.907,3
2023-10-17 21:45:00+00:00,0.0,0.807,7.561,5.311,0.462,normal,0.807,0.807,0.807,0.806,0.806,0.804,0.796,0.912,3
2023-10-17 22:00:00+00:00,0.0,0.807,7.559,5.314,0.462,normal,0.807,0.807,0.807,0.806,0.805,0.803,0.797,0.917,3
2023-10-17 22:15:00+00:00,0.0,0.807,7.561,5.312,0.461,normal,0.807,0.807,0.807,0.806,0.805,0.802,0.8,0.922,3
2023-10-17 22:30:00+00:00,0.0,0.807,7.559,5.312,0.461,normal,0.807,0.807,0.807,0.806,0.805,0.803,0.806,0.927,3
2023-10-17 22:45:00+00:00,0.0,0.807,7.559,5.314,0.461,normal,0.807,0.807,0.807,0.806,0.805,0.802,0.813,0.932,3
2023-10-17 23:00:00+00:00,0.0,0.807,7.559,5.312,0.46,normal,0.807,0.807,0.806,0.806,0.805,0.803,0.815,0.936,3
2023-10-17 23:15:00+00:00,0.0,0.807,7.56,5.309,0.46,normal,0.807,0.807,0.806,0.806,0.805,0.802,0.815,0.941,3
2023-10-17 23:30:00+00:00,0.0,0.807,7.561,5.309,0.46,normal,0.807,0.807,0.806,0.806,0.805,0.802,0.814,0.946,3
2023-10-17 23:45:00+00:00,0.0,0.807,7.561,5.308,0.459,normal,0.807,0.807,0.806,0.806,0.805,0.8,0.814,0.95,3
2023-10-18 00:00:00+00:00,0.0,0.807,7.56,5.311,0.46,normal,0.807,0.806,0.806,0.806,0.805,0.801,0.814,0.955,3
2023-10-18 00:15:00+00:00,0.0,0.807,7.559,5.308,0.459,normal,0.807,0.806,0.806,0.806,0.805,0.801,0.814,0.959,3
2023-10-18 00:30:00+00:00,0.0,0.807,7.56,5.31,0.459,normal,0.806,0.806,0.806,0.806,0.805,0.801,0.814,0.962,3
2023-10-18 00:45:00+00:00,0.0,0.807,7.56,5.311,0.459,normal,0.806,0.806,0.806,0.806,0.804,0.8,0.816,0.966,3
2023-10-18 01:00:00+00:00,0.0,0.806,7.56,5.311,0.459,normal,0.806,0.806,0.806,0.806,0.804,0.8,0.817,0.97,3
2023-10-18 01:15:00+00:00,0.0,0.806,7.559,5.309,0.459,normal,0.806,0.806,0.806,0.806,0.804,0.8,0.823,0.973,3
2023-10-18 01:30:00+00:00,0.0,0.806,7.561,5.307,0.459,normal,0.806,0.806,0.806,0.805,0.804,0.799,0.829,0.976,3
2023-10-18 01:45:00+00:00,0.0,0.806,7.562,5.309,0.458,normal,0.806,0.806,0.806,0.806,0.804,0.798,0.831,0.98,3
2023-10-18 02:00:00+00:00,0.0,0.806,7.56,5.308,0.458,normal,0.806,0.806,0.806,0.805,0.803,0.798,0.834,0.982,3
2023-10-18 02:15:00+00:00,0.0,0.806,7.561,5.305,0.458,normal,0.806,0.806,0.806,0.805,0.802,0.798,0.841,0.984,3
2023-10-18 02:30:00+00:00,0.0,0.806,7.558,5.305,0.458,normal,0.806,0.806,0.806,0.805,0.803,0.797,0.855,0.987,3
2023-10-18 02:45:00+00:00,0.0,0.806,7.558,5.309,0.457,normal,0.806,0.806,0.806,0.805,0.802,0.797,0.866,0.99,3
2023-10-18 03:00:00+00:00,0.0,0.806,7.558,5.304,0.457,normal,0.806,0.806,0.806,0.805,0.803,0.797,0.873,0.992,3
2023-10-18 03:15:00+00:00,0.0,0.806,7.559,5.305,0.457,normal,0.806,0.806,0.806,0.805,0.802,0.796,0.879,0.994,3
2023-10-18 03:30:00+00:00,0.0,0.806,7.561,5.303,0.457,normal,0.806,0.806,0.805,0.805,0.802,0.796,0.882,0.997,3
2023-10-18 03:45:00+00:00,0.0,0.806,7.56,5.306,0.456,normal,0.806,0.806,0.806,0.805,0.8,0.795,0.883,0.999,3
2023-10-18 04:00:00+00:00,0.0,0.806,7.562,5.304,0.456,normal,0.806,0.806,0.805,0.805,0.801,0.796,0.881,1.0,3
2023-10-18 04:15:00+00:00,0.0,0.806,7.559,5.305,0.456,normal,0.806,0.806,0.805,0.805,0.801,0.796,0.88,1.001,3
2023-10-18 04:30:00+00:00,0.0,0.806,7.561,5.301,0.456,normal,0.806,0.805,0.805,0.805,0.801,0.795,0.878,1.004,3
2023-10-18 04:45:00+00:00,0.0,0.806,7.56,5.305,0.456,normal,0.806,0.806,0.805,0.804,0.8,0.795,0.876,1.006,3
2023-10-18 05:00:00+00:00,0.0,0.806,7.561,5.303,0.455,normal,0.805,0.805,0.805,0.804,0.8,0.795,0.875,1.006,3
2023-10-18 05:15:00+00:00,0.0,0.806,7.561,5.306,0.456,normal,0.806,0.805,0.805,0.804,0.8,0.795,0.873,1.008,3
2023-10-18 05:30:00+00:00,0.0,0.805,7.559,5.305,0.455,normal,0.805,0.805,0.805,0.804,0.799,0.794,0.873,1.011,3
2023-10-18 05:45:00+00:00,0.0,0.806,7.56,5.301,0.456,normal,0.805,0.805,0.805,0.804,0.798,0.795,0.873,1.01,3
2023-10-18 06:00:00+00:00,0.0,0.805,7.56,5.303,0.456,normal,0.805,0.805,0.805,0.803,0.798,0.794,0.873,1.013,3
2023-10-18 06:15:00+00:00,0.0,0.805,7.558,5.303,0.455,normal,0.805,0.805,0.805,0.802,0.798,0.795,0.874,1.013,3
2023-10-18 06:30:00+00:00,0.0,0.805,7.559,5.299,0.455,normal,0.805,0.805,0.805,0.803,0.797,0.795,0.874,1.013,3
2023-10-18 06:45:00+00:00,0.0,0.805,7.56,5.301,0.456,normal,0.805,0.805,0.804,0.802,0.797,0.795,0.874,1.015,3
2023-10-18 07:00:00+00:00,0.0,0.805,7.56,5.301,0.456,normal,0.805,0.805,0.804,0.803,0.797,0.795,0.874,1.016,3
2023-10-18 07:15:00+00:00,0.0,0.805,7.561,5.3,0.455,normal,0.805,0.805,0.804,0.802,0.796,0.795,0.873,1.016,3
2023-10-18 07:30:00+00:00,0.0,0.805,7.561,5.304,0.455,normal,0.805,0.805,0.804,0.802,0.796,0.795,0.872,1.018,3
2023-10-18 07:45:00+00:00,0.0,0.805,7.561,5.303,0.456,normal,0.805,0.804,0.804,0.8,0.795,0.794,0.871,1.02,3
2023-10-18 08:00:00+00:00,0.0,0.805,7.561,5.303,0.456,normal,0.805,0.804,0.803,0.801,0.796,0.795,0.869,1.021,3
2023-10-18 08:15:00+00:00,0.0,0.805,7.561,5.304,0.455,normal,0.804,0.804,0.802,0.801,0.796,0.795,0.868,1.02,3
2023-10-18 08:30:00+00:00,0.0,0.805,7.561,5.303,0.455,normal,0.804,0.804,0.803,0.801,0.795,0.795,0.866,1.02,3
2023-10-18 08:45:00+00:00,0.0,0.804,7.56,5.306,0.456,normal,0.804,0.804,0.802,0.8,0.795,0.795,0.865,1.021,3
2023-10-18 09:00:00+00:00,0.0,0.804,7.562,5.303,0.455,normal,0.804,0.803,0.803,0.8,0.795,0.796,0.863,1.02,3
2023-10-18 09:15:00+00:00,0.0,0.804,7.561,5.301,0.456,normal,0.804,0.802,0.802,0.8,0.795,0.796,0.862,1.02,3
2023-10-18 09:30:00+00:00,0.0,0.804,7.564,5.307,0.455,normal,0.803,0.803,0.802,0.799,0.794,0.796,0.864,1.02,3
2023-10-18 09:45:00+00:00,0.0,0.804,7.56,5.299,0.456,normal,0.802,0.802,0.8,0.798,0.795,0.796,0.868,1.017,3
2023-10-18 10:00:00+00:00,0.0,0.803,7.558,5.299,0.457,normal,0.803,0.803,0.801,0.798,0.794,0.797,0.87,1.019,3
2023-10-18 10:15:00+00:00,0.0,0.802,7.56,5.303,0.456,normal,0.802,0.802,0.801,0.798,0.795,0.8,0.869,1.02,3
2023-10-18 10:30:00+00:00,0.0,0.803,7.563,5.301,0.456,normal,0.803,0.802,0.801,0.797,0.795,0.806,0.868,1.019,3
2023-10-18 10:45:00+00:00,0.0,0.802,7.56,5.303,0.456,normal,0.802,0.8,0.8,0.797,0.795,0.813,0.866,1.022,3
2023-10-18 11:00:00+00:00,0.0,0.803,7.558,5.303,0.458,normal,0.802,0.801,0.8,0.797,0.795,0.815,0.866,1.021,3
2023-10-18 11:15:00+00:00,0.0,0.802,7.564,5.285,0.458,normal,0.8,0.801,0.8,0.796,0.795,0.815,0.864,1.02,3
2023-10-18 11:30:00+00:00,0.0,0.802,7.56,5.292,0.46,normal,0.801,0.801,0.799,0.796,0.795,0.814,0.863,1.02,3
2023-10-18 11:45:00+00:00,0.0,0.8,7.556,5.304,0.46,normal,0.801,0.8,0.798,0.795,0.794,0.814,0.862,1.019,3
2023-10-18 12:00:00+00:00,0.0,0.801,7.56,5.295,0.458,normal,0.801,0.8,0.798,0.796,0.795,0.814,0.86,1.019,3
2023-10-18 12:15:00+00:00,0.0,0.801,7.561,5.303,0.462,normal,0.8,0.8,0.798,0.796,0.795,0.814,0.86,1.019,3
2023-10-18 12:30:00+00:00,0.0,0.801,7.56,5.299,0.461,normal,0.8,0.799,0.797,0.795,0.795,0.814,0.858,1.018,3
2023-10-18 12:45:00+00:00,0.0,0.8,7.556,5.298,0.46,normal,0.8,0.798,0.797,0.795,0.795,0.816,0.858,1.018,3
2023-10-18 13:00:00+00:00,0.0,0.8,7.561,5.3,0.461,normal,0.799,0.798,0.797,0.795,0.796,0.817,0.857,1.017,3
2023-10-18 13:15:00+00:00,0.0,0.8,7.559,5.297,0.461,normal,0.798,0.798,0.796,0.795,0.796,0.823,0.856,1.019,3
2023-10-18 13:30:00+00:00,0.0,0.799,7.561,5.294,0.461,normal,0.798,0.797,0.796,0.794,0.796,0.829,0.855,1.021,3
2023-10-18 13:45:00+00:00,0.0,0.798,7.563,5.297,0.461,normal,0.798,0.797,0.795,0.795,0.796,0.831,0.856,1.025,3
2023-10-18 14:00:00+00:00,0.0,0.798,7.563,5.304,0.463,normal,0.797,0.797,0.796,0.794,0.797,0.834,0.856,1.028,3
2023-10-18 14:15:00+00:00,0.0,0.798,7.563,5.297,0.463,normal,0.797,0.796,0.796,0.795,0.8,0.841,0.856,1.031,3
2023-10-18 14:30:00+00:00,0.0,0.797,7.556,5.297,0.463,normal,0.797,0.796,0.795,0.795,0.806,0.855,0.856,1.036,3
2023-10-18 14:45:00+00:00,0.0,0.797,7.555,5.298,0.463,normal,0.796,0.795,0.795,0.795,0.813,0.866,0.857,1.039,3
2023-10-18 15:00:00+00:00,0.0,0.797,7.561,5.296,0.463,normal,0.796,0.796,0.795,0.795,0.815,0.873,0.857,1.044,3
2023-10-18 15:15:00+00:00,0.0,0.796,7.561,5.294,0.464,normal,0.795,0.796,0.795,0.795,0.815,0.879,0.858,1.047,3
2023-10-18 15:30:00+00:00,0.0,0.796,7.558,5.295,0.463,normal,0.796,0.795,0.794,0.795,0.814,0.882,0.859,1.048,3
2023-10-18 15:45:00+00:00,0.0,0.795,7.561,5.296,0.464,normal,0.796,0.795,0.795,0.794,0.814,0.883,0.859,1.051,3
2023-10-18 16:00:00+00:00,0.0,0.796,7.564,5.293,0.463,normal,0.795,0.795,0.794,0.795,0.814,0.881,0.86,1.053,3
2023-10-18 16:15:00+00:00,0.0,0.796,7.561,5.296,0.465,normal,0.795,0.795,0.795,0.795,0.814,0.88,0.86,1.056,3
2023-10-18 16:30:00+00:00,0.0,0.795,7.559,5.301,0.464,normal,0.795,0.794,0.795,0.795,0.814,0.878,0.861,1.059,3
2023-10-18 16:45:00+00:00,0.0,0.795,7.561,5.297,0.464,normal,0.795,0.795,0.795,0.795,0.816,0.876,0.861,1.062,3
2023-10-18 17:00:00+00:00,0.0,0.795,7.558,5.296,0.467,normal,0.794,0.794,0.795,0.796,0.817,0.875,0.862,1.063,3
2023-10-18 17:15:00+00:00,0.0,0.795,7.56,5.293,0.465,normal,0.795,0.795,0.795,0.796,0.823,0.873,0.863,1.064,3
2023-10-18 17:30:00+00:00,0.0,0.794,7.558,5.295,0.467,normal,0.794,0.795,0.795,0.796,0.829,0.873,0.863,1.066,3
2023-10-18 17:45:00+00:00,0.0,0.795,7.559,5.291,0.465,normal,0.795,0.795,0.794,0.796,0.831,0.873,0.864,1.068,3
2023-10-18 18:00:00+00:00,0.0,0.794,7.56,5.3,0.466,normal,0.795,0.795,0.795,0.797,0.834,0.873,0.865,1.069,3
2023-10-18 18:15:00+00:00,0.0,0.795,7.56,5.292,0.467,normal,0.795,0.795,0.795,0.8,0.841,0.874,0.867,1.074,3
2023-10-18 18:30:00+00:00,0.0,0.795,7.556,5.299,0.467,normal,0.795,0.795,0.795,0.806,0.855,0.874,0.869,1.077,3
2023-10-18 18:45:00+00:00,0.0,0.795,7.558,5.293,0.466,normal,0.795,0.794,0.795,0.813,0.866,0.874,0.871,1.081,3
2023-10-18 19:00:00+00:00,0.0,0.795,7.558,5.297,0.467,normal,0.795,0.795,0.796,0.815,0.873,0.874,0.872,1.084,3
2023-10-18 19:15:00+00:00,0.0,0.795,7.556,5.293,0.467,normal,0.794,0.795,0.796,0.815,0.879,0.873,0.875,1.088,3
2023-10-18 19:30:00+00:00,0.0,0.795,7.558,5.298,0.466,normal,0.795,0.795,0.796,0.814,0.882,0.872,0.877,1.091,3
2023-10-18 19:45:00+00:00,0.0,0.794,7.558,5.293,0.464,normal,0.795,0.795,0.796,0.814,0.883,0.871,0.879,1.097,3
2023-10-18 20:00:00+00:00,0.0,0.795,7.559,5.303,0.465,normal,0.795,0.796,0.797,0.814,0.881,0.869,0.882,1.101,3
2023-10-18 20:15:00+00:00,0.0,0.795,7.563,5.302,0.465,normal,0.795,0.796,0.8,0.814,0.88,0.868,0.886,1.108,3
2023-10-18 20:30:00+00:00,0.0,0.795,7.558,5.3,0.465,normal,0.796,0.796,0.806,0.814,0.878,0.866,0.89,1.116,3
2023-10-18 20:45:00+00:00,0.0,0.795,7.56,5.295,0.464,normal,0.796,0.796,0.813,0.816,0.876,0.865,0.894,1.124,3
2023-10-18 21:00:00+00:00,0.0,0.796,7.559,5.306,0.467,normal,0.796,0.797,0.815,0.817,0.875,0.863,0.898,1.134,3
2023-10-18 21:15:00+00:00,0.0,0.796,7.559,5.301,0.466,normal,0.796,0.8,0.815,0.823,0.873,0.862,0.903,1.145,3
2023-10-18 21:30:00+00:00,0.2,0.796,7.558,5.303,0.468,normal,0.797,0.806,0.814,0.829,0.873,0.864,0.907,1.157,3
2023-10-18 21:45:00+00:00,0.4,0.796,7.56,5.306,0.467,normal,0.8,0.813,0.814,0.831,0.873,0.868,0.912,1.171,3
2023-10-18 22:00:00+00:00,0.4,0.797,7.559,5.291,0.465,normal,0.806,0.815,0.814,0.834,0.873,0.87,0.917,1.186,3
2023-10-18 22:15:00+00:00,0.4,0.8,7.556,5.297,0.467,normal,0.813,0.815,0.814,0.841,0.874,0.869,0.922,1.204,3
